,subID,sessions,sess_files,has_anat,has_func,sub_path,sub_sess_path,bids_path,bids_anat,bids_func,abide_id
217,sub-218,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032493,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032493/394476780_session_1,0,0,0,A00032493
218,sub-219,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032480,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032480/394446437_session_1,0,0,0,A00032480
219,sub-220,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00033542,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00033542/394489300_session_1,0,0,0,A00033542
220,sub-221,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00033528,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00033528/394408860_session_1,0,0,0,A00033528
221,sub-222,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032483,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032483/394502053_session_1,0,0,0,A00032483
222,sub-223,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032439,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032439/394483964_session_1,0,0,0,A00032439
223,sub-224,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032508,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032508/394463135_session_1,0,0,0,A00032508
224,sub-225,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032523,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032523/394457024_session_1,0,0,0,A00032523
225,sub-226,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032454,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032454/394441560_session_1,0,0,0,A00032454
226,sub-227,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032451,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00032451/394494412_session_1,0,0,0,A00032451
227,sub-228,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00033527,/gsfs0/data/aglinsai/fMRI_InData/abide/um/dicom/signa/mmilham/abide_28730/A00033527/394412001_session_1,0,0,0,A00033527
228,sub-229,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032540,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032540/430491224_session_1,0,0,0,A00032540
229,sub-230,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032590,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032590/430499115_session_1,0,0,0,A00032590
230,sub-231,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032544,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032544/430446848_session_1,0,0,0,A00032544
231,sub-232,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032551,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032551/430491051_session_1,0,0,0,A00032551
232,sub-233,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032556,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032556/430461153_session_1,0,0,0,A00032556
233,sub-234,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032548,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032548/430498707_session_1,0,0,0,A00032548
234,sub-235,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032533,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032533/430497997_session_1,0,0,0,A00032533
235,sub-236,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032530,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032530/430468807_session_1,0,0,0,A00032530
236,sub-237,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032536,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032536/430478312_session_1,0,0,0,A00032536
237,sub-238,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032636,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032636/430410452_session_1,0,0,0,A00032636
238,sub-239,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032602,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032602/430448193_session_1,0,0,0,A00032602
239,sub-240,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032532,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032532/430440411_session_1,0,0,0,A00032532
240,sub-241,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032565,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032565/430459425_session_1,0,0,0,A00032565
241,sub-242,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032624,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032624/430407660_session_1,0,0,0,A00032624
242,sub-243,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032630,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032630/430464206_session_1,0,0,0,A00032630
243,sub-244,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032535,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032535/430410870_session_1,0,0,0,A00032535
244,sub-245,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032605,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032605/430473942_session_1,0,0,0,A00032605
245,sub-246,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032619,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032619/430436004_session_1,0,0,0,A00032619
246,sub-247,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032621,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032621/430424332_session_1,0,0,0,A00032621
247,sub-248,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032637,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032637/430424281_session_1,0,0,0,A00032637
248,sub-249,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032641,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032641/430462368_session_1,0,0,0,A00032641
249,sub-250,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032615,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032615/430430509_session_1,0,0,0,A00032615
250,sub-251,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032617,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032617/430412991_session_1,0,0,0,A00032617
251,sub-252,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032534,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032534/430442205_session_1,0,0,0,A00032534
252,sub-253,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032564,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032564/430472948_session_1,0,0,0,A00032564
253,sub-254,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032538,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032538/430497650_session_1,0,0,0,A00032538
254,sub-255,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032618,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032618/430465517_session_1,0,0,0,A00032618
255,sub-256,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032632,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032632/430427089_session_1,0,0,0,A00032632
256,sub-257,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032644,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032644/430452087_session_1,0,0,0,A00032644
257,sub-258,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032639,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032639/430433756_session_1,0,0,0,A00032639
258,sub-259,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032525,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032525/430501082_session_1,0,0,0,A00032525
259,sub-260,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032628,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032628/430497248_session_1,0,0,0,A00032628
260,sub-261,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032596,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032596/430463727_session_1,0,0,0,A00032596
261,sub-262,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032612,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032612/430482856_session_1,0,0,0,A00032612
262,sub-263,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032555,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032555/430497455_session_1,0,0,0,A00032555
263,sub-264,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032527,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032527/430457567_session_1,0,0,0,A00032527
264,sub-265,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032647,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032647/430479970_session_1,0,0,0,A00032647
265,sub-266,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032546,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032546/430443395_session_1,0,0,0,A00032546
266,sub-267,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032642,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032642/430449818_session_1,0,0,0,A00032642
267,sub-268,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032616,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032616/430452053_session_1,0,0,0,A00032616
268,sub-269,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032560,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032560/430431957_session_1,0,0,0,A00032560
269,sub-270,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032634,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032634/430434668_session_1,0,0,0,A00032634
270,sub-271,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032542,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032542/430476572_session_1,0,0,0,A00032542
271,sub-272,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032607,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032607/430434964_session_1,0,0,0,A00032607
272,sub-273,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032648,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032648/430467242_session_1,0,0,0,A00032648
273,sub-274,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032591,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032591/430425048_session_1,0,0,0,A00032591
274,sub-275,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032547,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032547/430427625_session_1,0,0,0,A00032547
275,sub-276,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032631,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032631/430501878_session_1,0,0,0,A00032631
276,sub-277,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032609,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032609/430448698_session_1,0,0,0,A00032609
277,sub-278,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032643,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032643/430443775_session_1,0,0,0,A00032643
278,sub-279,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032635,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032635/430456492_session_1,0,0,0,A00032635
279,sub-280,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032561,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032561/430487044_session_1,0,0,0,A00032561
280,sub-281,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032562,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032562/430430695_session_1,0,0,0,A00032562
281,sub-282,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032611,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032611/430427662_session_1,0,0,0,A00032611
282,sub-283,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032524,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032524/430448942_session_1,0,0,0,A00032524
283,sub-284,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032529,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032529/430507123_session_1,0,0,0,A00032529
284,sub-285,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032593,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032593/430413702_session_1,0,0,0,A00032593
285,sub-286,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032595,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032595/430470964_session_1,0,0,0,A00032595
286,sub-287,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032638,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032638/430470667_session_1,0,0,0,A00032638
287,sub-288,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032633,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032633/430413772_session_1,0,0,0,A00032633
288,sub-289,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032554,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032554/430468733_session_1,0,0,0,A00032554
289,sub-290,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032550,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032550/430461954_session_1,0,0,0,A00032550
290,sub-291,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032625,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032625/430500630_session_1,0,0,0,A00032625
291,sub-292,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032563,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032563/430407765_session_1,0,0,0,A00032563
292,sub-293,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032553,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032553/430429772_session_1,0,0,0,A00032553
293,sub-294,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032558,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032558/430474443_session_1,0,0,0,A00032558
294,sub-295,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032545,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032545/430452626_session_1,0,0,0,A00032545
295,sub-296,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032608,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032608/430453742_session_1,0,0,0,A00032608
296,sub-297,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032599,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032599/430464693_session_1,0,0,0,A00032599
297,sub-298,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032627,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032627/430476977_session_1,0,0,0,A00032627
298,sub-299,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032640,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032640/430412554_session_1,0,0,0,A00032640
299,sub-300,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032600,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032600/430486586_session_1,0,0,0,A00032600
300,sub-301,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032537,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032537/430432831_session_1,0,0,0,A00032537
301,sub-302,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032601,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032601/430476968_session_1,0,0,0,A00032601
302,sub-303,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032597,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032597/430431544_session_1,0,0,0,A00032597
303,sub-304,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032531,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032531/430440560_session_1,0,0,0,A00032531
304,sub-305,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032539,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032539/430449600_session_1,0,0,0,A00032539
305,sub-306,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032629,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032629/430466315_session_1,0,0,0,A00032629
306,sub-307,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032549,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032549/430419584_session_1,0,0,0,A00032549
307,sub-308,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032604,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032604/430481165_session_1,0,0,0,A00032604
308,sub-309,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032622,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032622/430454581_session_1,0,0,0,A00032622
309,sub-310,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032614,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032614/430482640_session_1,0,0,0,A00032614
310,sub-311,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032526,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032526/430493956_session_1,0,0,0,A00032526
311,sub-312,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032594,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032594/430413636_session_1,0,0,0,A00032594
312,sub-313,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032592,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032592/430501818_session_1,0,0,0,A00032592
313,sub-314,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032646,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032646/430433601_session_1,0,0,0,A00032646
314,sub-315,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032557,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032557/430504997_session_1,0,0,0,A00032557
315,sub-316,1,2,1,1,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032541,/gsfs0/data/aglinsai/fMRI_InData/abide/usm/dicom/triotim/mmilham/abide_28730/A00032541/430460168_session_1,0,0,0,A00032541
